Instruction,Stimulus,Key,RT,START,END,Phase,Block,TrialN,NbackLevel,ISI,LetterN,Letter,Letter_isSame,Letter_Resp,Letter_RT,Letter_Accuracy,Letter_Timeout,Trial_A_measure,Trial_HR,Trial_FAR,Trial_CDR,Trial_MSR,Trial_ACC,Trial_RT,Trial_HitsCount,Trial_FAsCount,Trial_SameNoRespCount,Trial_DiffNoRespCount,Trial_NoRespCount,Trial_CDsCount,Trial_CorrectRespCount,Trial_SameLetterCount,Trial_DiffLetterCount,Trial_InvalidLetterCount,TrialCountCali,CaliEnd_A_measure,ISI_calibrated,Run,TrialIndex,TrialNumber_total,TrialNumber_valid,CueLearning,TrialDemandLearning,CueMapping,CueSTART,OfflineRatingTimePoint,OfflineRatingQuesIndex,CueFigure,TrialDemand,OfflineRating,OfflineRatingRT,CueStart,OfflineRatingStart,PhaseType,CueLeft,CueDemandLeft,CueRight,CueDemandRight,Choice,ChoiceDemand,TaskDemand,ChoiceRT,ChoiceTimeOut,ChoiceSTART,CueCheck,CueDemandCheck,CorrectAnswer,Answer,AnswerDemand,AnswerRT,AnswerACC,AnswerTimeOut,CheckSTART,DemandRatingQuesIndex,QuesTLX,DemandLevel,DemandRating,DemandRatingRT,QuesStart,PID,Age,Gender,Run,TIME,EXPERIMENTER,frameRate,
,,,,,,practice_main,0,2,3,679,5,C,0,left,0.13306060000468278,0,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,practice_main,0,2,3,679,6,X,1,right,0.17445890000090003,0,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,practice_main,0,2,3,679,7,V,0,right,0.15313489999971353,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,practice_main,0,2,3,679,8,N,0,left,0.13731620000180556,0,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,practice_main,0,2,3,679,9,J,0,right,0.13224840000475524,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,practice_main,0,2,3,679,10,Q,0,left,0.19650499999988824,0,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,practice_main,0,2,3,679,11,N,1,right,0.12953510000079405,0,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,practice_main,0,2,3,679,12,S,0,right,0.05405830000381684,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,practice_main,0,2,3,679,13,Q,1,right,0.39280020000296645,0,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,practice_main,0,2,3,679,14,N,1,left,0.10909150000225054,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,practice_main,0,2,3,679,,,,,,,,0.029166666666666646,0.25,0.3,0.6,0.0,0.7,0.19639045714419417,1,3,0,0,0,6,7,4,10,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,240515_092618,PRACTICE,0,2,3,679,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,41,2,2,cue2.png,Hard,A,193.23436349999974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
1,.\instructions\inst_prac_end\Slide1.png,right,3.619731699996919,209.60942649999924,213.22915819999616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
1,.\instructions\inst_offline_rating_0\Slide1.png,right,0.9559559999979683,213.2805262999973,214.23648229999526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
2,.\instructions\inst_offline_rating_0\Slide2.png,right,1.2922551000010571,214.2717091999948,215.56396429999586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
3,.\instructions\inst_offline_rating_0\Slide3.png,right,1.3696542999969097,215.59525310000026,216.96490739999717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
4,.\instructions\inst_offline_rating_0\Slide4.png,right,1.753741499996977,216.99566290000075,218.74940439999773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,240515_092643,OFFLINERATING,9,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,T0,1.0,cue1.png,Easy,40,1.5185986000069533,230.96879799999442,232.51416590000008,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,240515_092649,OFFLINERATING,9,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,T0,2.0,cue2.png,Hard,59,1.4106216999934986,237.08958839999832,238.53775029999815,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
1,.\instructions\inst_learning\Slide1.png,right,0.9917301000023144,241.59666369999468,242.588393799997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,learning,1,1,1,679,1,Q,0,right,0.5696766000037314,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,learning,1,1,1,679,2,S,0,right,0.07548730000416981,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,learning,1,1,1,679,3,S,1,left,0.06313080000109039,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,learning,1,1,1,679,4,N,0,right,0.10678510000434471,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,learning,1,1,1,679,5,J,0,right,0.0719253999995999,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,learning,1,1,1,679,6,J,1,left,0.33809520000068005,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,learning,1,1,1,679,7,Q,0,right,0.10193509999953676,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,learning,1,1,1,679,8,Q,1,left,0.35788440000033006,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,learning,1,1,1,679,9,F,0,right,0.2104433999993489,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,learning,1,1,1,679,10,V,0,right,0.3005173999990802,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,learning,1,1,1,679,11,V,1,left,0.26942560000316007,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,learning,1,1,1,679,12,X,0,right,0.1000385000006645,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,learning,1,1,1,679,13,S,0,right,0.27496419999806676,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,learning,1,1,1,679,14,N,0,right,0.29978960000153165,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,Learning,1,1,1,679,,,,,,,,1.0,1.0,0.0,1.0,0.0,1.0,0.22429275714395253,4,0,0,0,0,10,14,4,10,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,240515_092713,LEARNING,1,1,1,679,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,cue1.png,Easy,A,247.6372257999974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,learning,1,2,3,679,1,Q,0,right,0.3091022000007797,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,learning,1,2,3,679,2,X,0,right,0.0,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,learning,1,2,3,679,3,Q,0,right,0.0,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,learning,1,2,3,679,4,F,0,left,0.17012930000055349,0,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,learning,1,2,3,679,5,N,0,right,0.020927699995809235,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,learning,1,2,3,679,6,X,0,right,0.3071806999942055,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,learning,1,2,3,679,7,X,0,right,0.11672940000426024,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,learning,1,2,3,679,8,V,0,left,0.42030869999871356,0,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,learning,1,2,3,679,9,X,1,right,0.06948839999677148,0,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,learning,1,2,3,679,10,S,0,left,0.217774400000053,0,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,learning,1,2,3,679,11,V,1,right,0.5562274999974761,0,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,learning,1,2,3,679,12,S,0,left,0.049269399998593144,0,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,learning,1,2,3,679,13,S,1,right,0.41243889999896055,0,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,learning,1,2,3,679,14,V,1,right,0.3594532999995863,0,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,Learning,1,2,3,679,,,,,,,,0.15,0.0,0.4,0.6,0.0,0.6,0.21493070714184018,0,4,0,0,0,6,6,4,10,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,240515_092731,LEARNING,1,2,3,679,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,cue2.png,Hard,A,265.8820435999951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,learning,1,3,1,679,1,V,0,right,0.5310279999976046,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,learning,1,3,1,679,2,V,1,right,0.06922850000410108,0,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,learning,1,3,1,679,3,S,0,right,0.3010658000057447,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,learning,1,3,1,679,4,X,0,right,0.37500120000186143,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,learning,1,3,1,679,5,J,0,left,0.24040819999936502,0,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,learning,1,3,1,679,6,F,0,left,0.21849630000360776,0,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,learning,1,3,1,679,7,F,1,left,0.3372832999957609,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,learning,1,3,1,679,8,V,0,right,0.09656649999669753,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,learning,1,3,1,679,9,F,0,right,0.3316583999985596,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,learning,1,3,1,679,10,C,0,right,0.19445369999448303,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,learning,1,3,1,679,11,C,1,left,0.257764900001348,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,learning,1,3,1,679,12,J,0,right,0.08200070000020787,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,learning,1,3,1,679,13,F,0,right,0.29408450000482844,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,learning,1,3,1,679,14,F,1,right,0.28686419999576174,0,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,Learning,1,3,1,679,,,,,,,,0.725,0.5,0.2,0.8,0.0,0.8,0.25827887142856654,2,2,0,0,0,8,10,4,10,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,240515_092750,LEARNING,1,3,1,679,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3,3,cue1.png,Easy,A,283.9606141999975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
1,.\instructions\inst_offline_rating_1\Slide1.png,right,2.251703299996734,301.18790140000056,303.4396046999973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
2,.\instructions\inst_offline_rating_1\Slide2.png,right,2.716974399998435,303.4743401000014,306.19131449999986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
3,.\instructions\inst_offline_rating_1\Slide3.png,right,2.9544047999952454,306.2221993999992,309.1766041999945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,240515_092807,OFFLINERATING,9,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,T1,1.0,cue1.png,Easy,53,2.407968499996059,313.74151939999865,316.1831019999954,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,240515_092813,OFFLINERATING,9,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,T1,2.0,cue2.png,Hard,45,1.6032645999948727,320.76240129999496,322.3866598999957,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
1,.\instructions\inst_choice_true\Slide1.png,right,2.744270700000925,325.4450849999994,328.1893557000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
2,.\instructions\inst_choice_true\Slide2.png,right,0.6353671000033501,328.2250159999967,328.86038310000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
3,.\instructions\inst_choice_true\Slide3.png,right,1.1995145000037155,328.89104089999455,330.09055539999827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,choice,9,1,1,679,1,Q,0,right,0.907550000003539,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,choice,9,1,1,679,2,S,0,right,0.42970079999940936,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,choice,9,1,1,679,3,S,1,left,0.27107819999946514,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,choice,9,1,1,679,4,N,0,right,0.09394559999782359,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,choice,9,1,1,679,5,J,0,right,0.30445999999938067,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,choice,9,1,1,679,6,J,1,left,0.2704355000023497,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,choice,9,1,1,679,7,Q,0,right,0.021583100002317224,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,choice,9,1,1,679,8,Q,1,left,0.41426599999977043,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,choice,9,1,1,679,9,F,0,right,0.0681994999977178,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,choice,9,1,1,679,10,V,0,right,0.2558534999989206,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,choice,9,1,1,679,11,V,1,left,0.2997739999991609,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,choice,9,1,1,679,12,X,0,right,0.15381700000580167,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,choice,9,1,1,679,13,S,0,right,0.3117162000053213,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,choice,9,1,1,679,14,N,0,right,0.30474180000601336,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,Choice,9,1,1,679,,,,,,,,1.0,1.0,0.0,1.0,0.0,1.0,0.29336580000121365,4,0,0,0,0,10,14,4,10,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,240515_092848,TrueCHOICE,9,1.0,1,679,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,1,,,A,341.5260433000003,,,,,,,,,True,cue1.png,Easy,cue2.png,Hard,Left,Easy,Easy,0.005656599998474121,0,341.52627819999907,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,choice,9,2,3,679,1,Q,0,right,0.40907460000016727,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
